   BENCHMARK INFORMATION
benchmark definition:    java-ranger-svcomp.xml
name:                    java-ranger-svcomp
run sets:                SVCOMP-ReachSafety-Java.ReachSafety-Java
date:                    Wed, 2026-07-01 20:20:56 +01
tool:                    Java Ranger 2025
tool executable:         /home/salmane/bin/jr-sv-comp
options:
resource limits:
- memory:                3000.0 MB
- time:                  900 s
- cpu cores:             4
hardware requirements:
- cpu cores:             4
- memory:                3000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    salmane-VivoBook-ASUSLaptop-X515EP-X515EP
os:                      Linux-6.17.0-35-generic-x86_64-with-glibc2.39
cpu:                     11th Gen Intel Core i5-1135G7 @ 2.40GHz
- cores:                 8
- max frequency:         4200.0 MHz
- turbo boost enabled:   True
ram:                     8005.804032 MB
------------------------------------------------------------



SVCOMP-ReachSafety-Java.ReachSafety-Java
Run set 1 of 1 with options '' and propertyfile 'None'

inputfile                                                                                                               status                       cpu time   wall time        host
jbmc-regression/virtual4.yml                                                                                            true                             2.90        1.24        None
jbmc-regression/virtual_function_unwinding.yml                                                                          true                             3.43        1.58        None
jpf-regression/ExDarko_false.yml                                                                                        false                           10.85        3.76        None
jpf-regression/ExDarko_true.yml                                                                                         true                            10.11        3.61        None
jpf-regression/ExException_false.yml                                                                                    false                            9.82        3.52        None
jpf-regression/ExException_true.yml                                                                                     true                             9.98        3.49        None
jpf-regression/ExGenSymExe_false.yml                                                                                    false                            3.15        1.38        None
jpf-regression/ExGenSymExe_true.yml                                                                                     true                             3.13        1.42        None
jpf-regression/ExLazy_false.yml                                                                                         false                           11.15        3.98        None
jpf-regression/ExLazy_true.yml                                                                                          true                            12.11        4.40        None
jpf-regression/ExMIT_false.yml                                                                                          false                           12.23        4.48        None
jpf-regression/ExMIT_true.yml                                                                                           true                            11.53        4.31        None
jpf-regression/ExSymExe10_false.yml                                                                                     false                           11.99        4.31        None
jpf-regression/ExSymExe10_true.yml                                                                                      true                            10.55        3.72        None
jpf-regression/ExSymExe11_false.yml                                                                                     false                            3.06        1.32        None
jpf-regression/ExSymExe11_true.yml                                                                                      true                            10.89        4.00        None
jpf-regression/ExSymExe12_false.yml                                                                                     false                            9.63        3.47        None
jpf-regression/ExSymExe12_true.yml                                                                                      true                             9.19        3.23        None
jpf-regression/ExSymExe13_false.yml                                                                                     false                           11.92        4.03        None
jpf-regression/ExSymExe13_true.yml                                                                                      true                            11.71        4.26        None
jpf-regression/ExSymExe14_false.yml                                                                                     false                           11.56        4.25        None
jpf-regression/ExSymExe14_true.yml                                                                                      true                            11.92        4.14        None
jpf-regression/ExSymExe15_false.yml                                                                                     false                           10.53        3.87        None
jpf-regression/ExSymExe15_true.yml                                                                                      true                             9.81        3.36        None
jpf-regression/ExSymExe16_false.yml                                                                                     false                            2.77        1.22        None
jpf-regression/ExSymExe16_true.yml                                                                                      true                             2.91        1.25        None
jpf-regression/ExSymExe17_false.yml                                                                                     false                            2.75        1.19        None
jpf-regression/ExSymExe17_true.yml                                                                                      true                             2.73        1.16        None
jpf-regression/ExSymExe18_false.yml                                                                                     false                            8.81        3.06        None
jpf-regression/ExSymExe18_true.yml                                                                                      true                             2.72        1.14        None
jpf-regression/ExSymExe19_false.yml                                                                                     false                            8.99        3.23        None
jpf-regression/ExSymExe19_true.yml                                                                                      true                            10.10        4.37        None
jpf-regression/ExSymExe1_false.yml                                                                                      false                            9.39        3.54        None
jpf-regression/ExSymExe1_true.yml                                                                                       true                             2.78        1.17        None
jpf-regression/ExSymExe20_false.yml                                                                                     false                           21.98       16.07        None
jpf-regression/ExSymExe20_true.yml                                                                                      true                             2.57        1.10        None
jpf-regression/ExSymExe21_false.yml                                                                                     false                            8.80        3.31        None
jpf-regression/ExSymExe21_true.yml                                                                                      true                             2.62        1.12        None
jpf-regression/ExSymExe25_false.yml                                                                                     false                            8.44        3.05        None
jpf-regression/ExSymExe25_true.yml                                                                                      true                             2.72        1.19        None
jpf-regression/ExSymExe26_false.yml                                                                                     false                            9.28        3.56        None
jpf-regression/ExSymExe26_true.yml                                                                                      true                             2.59        1.09        None
jpf-regression/ExSymExe27_false.yml                                                                                     false                            8.65        3.04        None
jpf-regression/ExSymExe27_true.yml                                                                                      true                             2.70        1.18        None
jpf-regression/ExSymExe28_false.yml                                                                                     false                            8.83        3.07        None
jpf-regression/ExSymExe28_true.yml                                                                                      true                             2.81        1.23        None
jpf-regression/ExSymExe29_false.yml                                                                                     false                           10.71        4.46        None
jpf-regression/ExSymExe29_true.yml                                                                                      true                             2.66        1.11        None
